Date,pwr_de_da
2023-09-05,100.84273525515746
2023-09-06,85.65352051642198
2023-09-07,103.5868430100852
2023-09-08,90.08623044543913
2023-09-11,122.74849076414945
2023-09-12,99.39477392172853
2023-09-13,89.01012725113145
2023-09-14,84.1511748225982
2023-09-15,101.7050277367691
2023-09-18,90.42886893786586
2023-09-19,104.64820807664977
2023-09-20,103.29477707433537
2023-09-21,101.65820990759762
2023-09-22,95.35916358382897
2023-09-25,98.44573056843564
2023-09-26,100.4770475268018
2023-09-27,111.35159095078974
2023-09-28,105.85253756494592
2023-09-29,95.71251464365291
2023-10-02,104.60130733137446
2023-10-03,101.79187276736779
2023-10-04,92.15352960684739
2023-10-05,97.83795259301127
2023-10-06,101.13318506506188
2023-10-09,101.13759515864331
2023-10-10,127.69937744416774
2023-10-11,122.61664692541217
2023-10-12,142.40071012009392
2023-10-13,144.16621724738647
2023-10-16,108.27000432920481
2023-10-17,113.56934940405809
2023-10-18,132.16565305207814
2023-10-19,130.76506136311266
2023-10-20,132.75167583313993
2023-10-23,166.47291695279853
2023-10-24,129.4027049769459
2023-10-25,136.43545595138562
2023-10-26,136.47831365973138
2023-10-27,132.8705156515048
2023-10-30,123.23540941030508
2023-10-31,128.64169329259823
2023-11-01,112.80084778872539
2023-11-02,119.85561220044126
2023-11-03,116.30546285363722
2023-11-06,115.20534293013718
2023-11-07,140.10568399866335
2023-11-08,97.69844896948734
2023-11-09,128.1729052985396
2023-11-10,102.0394412222046
2023-11-13,116.05338364742259
2023-11-14,131.10570955672887
2023-11-15,119.65989756157917
2023-11-16,105.74485016811371
2023-11-17,107.72076117524165
2023-11-20,123.25947569310118
2023-11-21,105.47223079710552
2023-11-22,116.09758826522359
2023-11-23,118.513122242441
2023-11-24,111.70309966238864
2023-11-27,134.04524332674401
2023-11-28,116.40398656841403
2023-11-29,84.74397541335023
2023-11-30,110.4779423064105
2023-12-01,104.94603194755577
2023-12-04,112.96503353206907
2023-12-05,92.3763913898677
2023-12-06,101.6379350176087
2023-12-07,109.2106696586057
2023-12-08,109.94135105354434
2023-12-11,84.07283600258906
2023-12-12,89.75928579212993
2023-12-13,90.68374747423258
2023-12-14,86.87970447897709
2023-12-15,107.5794406815242
2023-12-18,98.90441576650234
2023-12-19,76.04616212200332
2023-12-20,99.80071928734694
2023-12-21,113.27586012066574
2023-12-22,102.318052165963
2023-12-26,76.79969990091139
2023-12-27,89.96296030578802
2023-12-28,102.41761053962243
2023-12-29,81.0863021485264
2024-01-02,88.86739534795629
2024-01-03,96.84383669813843
2024-01-04,81.11969497284451
2024-01-05,92.1898436927046
2024-01-08,54.1333264481519
2024-01-09,74.3302251658464
2024-01-10,82.6805173095204
2024-01-11,72.46586700380351
2024-01-12,103.73321141415997
2024-01-15,73.10768459523729
2024-01-16,78.10515543048119
2024-01-17,79.72220616644232
2024-01-18,93.21603216272156
2024-01-19,65.5702802916991
2024-01-22,89.11403740243567
2024-01-23,77.50702911321328
2024-01-24,71.16381529301398
2024-01-25,83.19543558482249
2024-01-26,81.18449795814178
2024-01-29,73.39123078886357
2024-01-30,82.64712242908949
2024-01-31,79.8683653221806
2024-02-01,82.24427182735607
2024-02-02,88.38770854870396
2024-02-05,95.60426733738353
2024-02-06,67.92454575779094
2024-02-07,100.72613548506328
2024-02-08,59.08952258971112
2024-02-09,75.63305027544945
2024-02-12,80.11927226526042
2024-02-13,76.43072041585093
2024-02-14,66.1779055469475
2024-02-15,70.55257667145129
2024-02-16,67.40139171899968
2024-02-19,66.43775349614589
2024-02-20,79.45401944027824
2024-02-21,74.12705336176191
2024-02-22,61.981405721807135
2024-02-23,77.36259879452987
2024-02-26,73.69709685113631
2024-02-27,79.55702161310846
2024-02-28,80.3013873379125
2024-02-29,64.13174941828133
2024-03-01,68.80228963822768
2024-03-04,84.1366365400384
2024-03-05,83.99170352766191
2024-03-06,75.79738512594652
2024-03-07,75.9616750588931
2024-03-08,88.4050493826031
2024-03-11,66.64248676066477
2024-03-12,77.70367301876787
2024-03-13,70.47957322746733
2024-03-14,72.73128752727331
2024-03-15,87.94756657337496
2024-03-18,88.9855645554683
2024-03-19,88.958894733944
2024-03-20,91.50678928557069
2024-03-21,75.84803930992044
2024-03-22,85.3429277546748
2024-03-25,76.91803310335406
2024-03-26,80.41266345717355
2024-03-27,77.03507002948143
2024-03-28,78.57775996673779
2024-04-02,81.17166839222466
2024-04-03,65.69389258725909
2024-04-04,96.1502714394489
2024-04-05,66.006228071943
2024-04-08,66.65871585519304
2024-04-09,89.21200837889869
2024-04-10,85.02042773709182
2024-04-11,88.12669986520082
2024-04-12,91.01445582601835
2024-04-15,85.47163153090739
2024-04-16,80.8131561533439
2024-04-17,86.65874464905306
2024-04-18,81.27107890786625
2024-04-19,94.53679611290218
2024-04-22,80.27422505983365
2024-04-23,71.61452764392945
2024-04-24,77.9177408428466
2024-04-25,86.84221434687154
2024-04-26,75.21715379542368
2024-04-29,70.75899495123419
2024-04-30,83.77847217538208
2024-05-01,82.97646474615956
2024-05-02,80.04166846696894
2024-05-03,79.59221668384515
2024-05-06,89.32300061692926
2024-05-07,70.98025539307692
2024-05-08,70.42466067976312
2024-05-09,77.85245730048184
2024-05-10,81.14682706662748
2024-05-13,85.44327379111759
2024-05-14,97.27886347693533
2024-05-15,91.2649946528309
2024-05-16,82.16841299300262
2024-05-17,84.67173602134925
2024-05-20,76.9345056075625
2024-05-21,89.37027202762265
2024-05-22,89.57731347356489
2024-05-23,97.45298694014619
2024-05-24,83.56679408200912
2024-05-27,97.03256865994408
2024-05-28,105.94638995590773
2024-05-29,90.25590190478994
2024-05-30,98.11792003356571
2024-05-31,98.9673390126464
2024-06-03,91.8147951457199
2024-06-04,93.41222666937675
2024-06-05,90.36902303926631
2024-06-06,91.91496270858707
2024-06-07,81.99640458950014
2024-06-10,92.38450051769014
2024-06-11,97.17608258477199
2024-06-12,108.8264333790521
2024-06-13,104.80690620644685
2024-06-14,115.98162585322989
2024-06-17,84.36132244488813
2024-06-18,101.78700796575568
2024-06-19,94.89722165593241
2024-06-20,114.46623080255179
2024-06-21,83.37641887317122
2024-06-24,83.36458541978313
2024-06-25,87.39117488776101
2024-06-26,69.98524550901529
2024-06-27,87.52274689565729
2024-06-28,85.01047241953535
2024-07-01,92.0162391428764
2024-07-02,94.34986263805878
2024-07-03,107.60661236192358
2024-07-04,98.34914235162522
2024-07-05,83.86546625957624
2024-07-08,79.01025180889344
2024-07-09,90.91648978883367
2024-07-10,71.63786875929951
2024-07-11,103.84358662952897
2024-07-12,98.5981009151978
2024-07-15,81.38114408415467
2024-07-16,71.93615656398777
2024-07-17,100.70782300103068
2024-07-18,87.66380109524147
2024-07-19,100.12895927089582
2024-07-22,71.1114248824314
2024-07-23,80.60624922209955
2024-07-24,88.75033359695144
2024-07-25,87.39950452411136
2024-07-26,83.89064207723791
2024-07-29,97.55560162697995
2024-07-30,81.67569583072392
2024-07-31,94.09280521025003
2024-08-01,99.03166003053605
2024-08-02,102.30108468400942
2024-08-05,101.85575108439384
2024-08-06,85.96697632226005
2024-08-07,85.59975873762824
2024-08-08,117.1700707788377
2024-08-09,108.34853992391123
2024-08-12,95.99073661750484
2024-08-13,118.61331879029757
2024-08-14,103.18124435261029
2024-08-15,115.1488754899684
2024-08-16,104.12138692534529
2024-08-19,124.47578180867248
2024-08-20,117.45690995889402
2024-08-21,95.42515498680504
2024-08-22,106.74221328704753
2024-08-23,104.05985731327245
2024-08-26,112.95391185828248
2024-08-27,91.78766366385229
2024-08-28,107.9425155612881
2024-08-29,111.83634852144998
2024-08-30,86.23090904507062
2024-09-02,91.98571878264401
2024-09-03,77.90297988865876
2024-09-04,92.67173236051048
2024-09-05,103.37492191709048
2024-09-06,111.81947071322102
2024-09-09,99.33024818871922
2024-09-10,110.5683585959717
2024-09-11,82.2871818289839
2024-09-12,77.05727957983711
2024-09-13,94.49532051164417
2024-09-16,95.60075718104346
2024-09-17,94.51175437757958
2024-09-18,73.53007675655924
2024-09-19,88.7730999893936
2024-09-20,79.47770550764679
2024-09-23,102.92982241212852
2024-09-24,98.22327867984055
2024-09-25,89.16110264942175
2024-09-26,94.62032954489479
2024-09-27,89.63726144859096
2024-09-30,101.5556063356179
2024-10-01,112.21472070562274
2024-10-02,91.42844075429593
2024-10-03,109.04566252761497
2024-10-04,100.94542285497188
2024-10-07,96.77367058789902
2024-10-08,100.84959370880402
2024-10-09,90.35367594267639
2024-10-10,99.26880540844225
2024-10-11,91.95712447071796
2024-10-14,125.01114735577524
2024-10-15,104.48593462250048
2024-10-16,95.59884729128997
2024-10-17,105.59480231168791
2024-10-18,101.39511649100675
2024-10-21,102.03070035171368
2024-10-22,111.8100639883493
2024-10-23,114.66307934351505
2024-10-24,103.40838711398261
2024-10-25,105.80911861894381
2024-10-28,106.72938514335172
2024-10-29,87.19568726316662
2024-10-30,90.93438912166683
2024-10-31,119.09354530200872
2024-11-01,118.90717553283999
2024-11-04,102.33173684869891
2024-11-05,110.98877084820903
2024-11-06,108.11730257082598
2024-11-07,137.65841013533364
2024-11-08,120.44464994747564
2024-11-11,110.73962543101753
2024-11-12,103.57009783703774
2024-11-13,95.82413756646724
2024-11-14,119.29503430789099
2024-11-15,110.38358979141967
2024-11-18,104.45746610836896
2024-11-19,109.6270696194888
2024-11-20,107.64612297594101
2024-11-21,138.4977192987237
2024-11-22,127.74420083792711
2024-11-25,120.34957717570101
2024-11-26,134.1430405557704
2024-11-27,119.16388525543127
2024-11-28,109.77736016567245
2024-11-29,135.82434250304325
2024-12-02,127.75459787337003
2024-12-03,111.78723679047567
2024-12-04,117.08321623124887
2024-12-05,109.19091471041511
2024-12-06,103.97000172905292
2024-12-09,123.64727451401271
2024-12-10,134.94336249539955
2024-12-11,100.0617247745039
2024-12-12,115.71569415409138
2024-12-13,100.24267462196838
2024-12-16,99.90804705232192
2024-12-17,102.61015786645225
2024-12-18,97.67239223186701
2024-12-19,111.14661441367984
2024-12-20,104.5611010716837
2024-12-23,118.54666440533562
2024-12-24,115.72271679064046
2024-12-26,113.83561741646773
2024-12-27,111.34946126471586
2024-12-30,114.4515854766653
2024-12-31,130.41081213008374
2025-01-02,130.77246937685416
2025-01-03,114.62065101270784
2025-01-06,120.56792350290065
2025-01-07,127.39926918293665
2025-01-08,99.16984321539763
2025-01-09,120.09630089840871
2025-01-10,108.08056119289016
2025-01-13,127.24409001845113
2025-01-14,111.14610548657679
2025-01-15,100.85378008283234
2025-01-16,101.0206779923842
2025-01-17,119.1335516455689
2025-01-20,121.2499271961699
2025-01-21,116.20353464617271
2025-01-22,128.87952375464388
2025-01-23,106.7331016844393
2025-01-24,123.90340130857078
2025-01-27,108.59003697698482
2025-01-28,114.94203687119716
2025-01-29,128.09158299612312
2025-01-30,120.21047000011458
2025-01-31,128.1421435323111
2025-02-03,143.22032540049403
2025-02-04,123.72188200972457
2025-02-05,140.76672054386918
2025-02-06,123.34712914629492
2025-02-07,142.50634088193604
2025-02-10,156.4875892827509
2025-02-11,116.78215256342438
2025-02-12,129.10914597129621
2025-02-13,133.86502005415403
2025-02-14,124.59804902348121
2025-02-17,130.33996161762423
2025-02-18,117.50164845327637
2025-02-19,122.41029774655519
2025-02-20,118.37062655660166
2025-02-21,130.97731997572893
2025-02-24,121.73661054788029
2025-02-25,116.57712738979498
2025-02-26,102.87682726260346
2025-02-27,109.6669384001442
2025-02-28,108.93641748093465
2025-03-03,119.08182405134644
2025-03-04,107.25455666579639
2025-03-05,110.25454735131277
2025-03-06,121.24801151123465
2025-03-07,112.84034844422904
2025-03-10,103.51696140988899
2025-03-11,121.89313729903202
2025-03-12,104.84264966639093
2025-03-13,88.16835509682986
2025-03-14,98.91813881343337
2025-03-17,88.10288309687036
2025-03-18,102.26036740262892
2025-03-19,111.41968283059181
2025-03-20,126.94987216144912
2025-03-21,112.92977277633791
2025-03-24,107.76979701904025
2025-03-25,115.74955645270404
2025-03-26,83.90564466687916
2025-03-27,109.0703448761296
2025-03-28,113.1313557199976
2025-03-31,90.8048371576801
2025-04-01,120.77254203424215
2025-04-02,110.32226510033476
2025-04-03,98.45841900247149
2025-04-04,103.0549207118441
2025-04-07,120.78312858166792
2025-04-08,98.27996043934075
2025-04-09,93.64060664654218
2025-04-10,85.79668946651162
2025-04-11,82.29825893110358
2025-04-14,101.32505931538296
2025-04-15,84.32086487211022
2025-04-16,95.58526294716417
2025-04-17,90.81752867079564
2025-04-21,100.38390139591073
2025-04-22,95.95961996520394
2025-04-23,102.82579912033245
2025-04-24,86.15763877443777
2025-04-25,86.09244896268672
2025-04-28,78.93216032466748
2025-04-29,83.13866927168304
2025-04-30,92.32270773215294
2025-05-01,95.7667824953796
2025-05-02,80.72094489607929
2025-05-05,98.31645984917367
2025-05-06,106.98407865938437
2025-05-07,97.11684532244394
2025-05-08,113.45145729969872
2025-05-09,85.42730808029913
2025-05-12,82.33985169239548
2025-05-13,77.74259642872761
2025-05-14,109.02864382709582
2025-05-15,101.12845387913812
2025-05-16,93.73914958110237
2025-05-19,97.23958306610042
2025-05-20,86.86840972652492
2025-05-21,121.82901640680976
2025-05-22,98.02360970126014
2025-05-23,98.02274954459783
2025-05-26,104.18646783753583
2025-05-27,102.87229341318661
2025-05-28,99.63114082591547
2025-05-29,86.27665743858316
2025-05-30,96.93548490812525
2025-06-02,112.69374367395216
2025-06-03,109.07699955527308
2025-06-04,111.13886946167977
2025-06-05,91.65514649506085
2025-06-06,86.57305063478984
2025-06-09,93.8546298286399
2025-06-10,93.63905013921767
2025-06-11,106.70121139452165
2025-06-12,79.38904978449014
2025-06-13,115.2149053004144
2025-06-16,98.40251729716908
2025-06-17,98.66008532713714
2025-06-18,91.51425791365808
2025-06-19,85.04873493854217
2025-06-20,114.52460762499283
2025-06-23,106.17137831699895
2025-06-24,82.23389451830984
2025-06-25,81.73331432108519
2025-06-26,88.4345493450847
2025-06-27,106.51491902496196
2025-06-30,86.8318839779144
2025-07-01,76.0658721260188
2025-07-02,88.42566851695078
2025-07-03,88.21886089685695
2025-07-04,63.57613420239353
2025-07-07,90.34614793821544
2025-07-08,89.83555841495424
2025-07-09,99.28546544256778
2025-07-10,112.63155710423861
2025-07-11,106.22875202582425
2025-07-14,92.04951008236674
2025-07-15,81.55424027171415
2025-07-16,119.11749405910993
2025-07-17,93.13188748040368
2025-07-18,90.97379548260602
2025-07-21,89.70804995568791
2025-07-22,91.83504774672427
2025-07-23,87.52649300772133
2025-07-24,82.53628353093671
2025-07-25,83.10041175203243
2025-07-28,89.0814636557578
2025-07-29,86.50315364535943
2025-07-30,85.72033955653677
2025-07-31,95.47130087787875
2025-08-01,89.112528093011
2025-08-04,107.3553318833931
2025-08-05,66.06399820990076
2025-08-06,101.0758684660096
2025-08-07,101.97905238445658
2025-08-08,67.82449588692086
2025-08-11,86.32702523088078
2025-08-12,84.80049219129178
2025-08-13,74.8408798665959
2025-08-14,80.27273070328437
2025-08-15,74.61414184822868
2025-08-18,103.74870310290689
2025-08-19,95.48828243992797
2025-08-20,100.32615124739262
2025-08-21,97.55301903463553
2025-08-22,79.88158619350551
2025-08-25,86.3489936806242
2025-08-26,95.8285436860478
2025-08-27,76.8046191517193
2025-08-28,94.07268433014337
2025-08-29,84.7363454537481
2025-09-01,83.46359133627772
2025-09-02,94.65159836882539
2025-09-03,92.7138321075896
2025-09-04,85.42073569974988
2025-09-05,99.88339773075553
2025-09-08,79.7865649719106
2025-09-09,96.58365552413167
2025-09-10,96.87801607299286
2025-09-11,86.22683949804204
2025-09-12,93.29552757673788
2025-09-15,76.41826284435467
2025-09-16,98.53716719810386
2025-09-17,87.59908070447118
2025-09-18,85.37796910797337
2025-09-19,99.74288945666449
2025-09-22,81.2349628243011
2025-09-23,75.07788577274594
2025-09-24,72.83600802653312
2025-09-25,95.6237022232266
2025-09-26,77.26540354515893
2025-09-29,105.6263447110027
2025-09-30,65.89620445441169
2025-10-01,103.38746175848098
2025-10-02,88.78507450999692
2025-10-03,85.66826830632584
2025-10-06,84.7176114976904
2025-10-07,94.43115774147833
2025-10-08,88.91685457248843
2025-10-09,99.61851663577421
2025-10-10,89.32247263596962
2025-10-13,88.22371841026926
2025-10-14,83.70077914205213
2025-10-15,86.81994422589358
2025-10-16,91.6266142427231
2025-10-17,70.26671605588615
2025-10-20,73.67164647178727
2025-10-21,95.5542425623318
2025-10-22,88.95345363522
2025-10-23,86.84556361532835
2025-10-24,87.94993688629128
2025-10-27,89.86801627427407
2025-10-28,81.19200212917262
2025-10-29,79.69285167461913
2025-10-30,87.61145327767665
2025-10-31,76.02467170085468
2025-11-03,91.3808259446722
2025-11-04,71.97346122362808
2025-11-05,97.75745690407156
2025-11-06,91.6227755472063
2025-11-07,88.72839780986696
2025-11-10,95.72200806314136
2025-11-11,102.61494295670309
2025-11-12,95.74900185390902
2025-11-13,66.19905808932485
2025-11-14,73.47523035076279
2025-11-17,80.27681270670105
2025-11-18,87.36551103654742
2025-11-19,90.69779134795601
2025-11-20,78.723662723339
2025-11-21,85.8306675703842
2025-11-24,75.46207015347179
2025-11-25,76.14262131891171
2025-11-26,68.15338911734847
2025-11-27,72.98766762472165
2025-11-28,67.54605277997254
2025-12-01,69.98945248733558
2025-12-02,89.91290288705696
2025-12-03,70.21009632105023
2025-12-04,103.68010579365667
2025-12-05,82.66981564745025
2025-12-08,78.7980618475864
2025-12-09,69.69812288559632
2025-12-10,83.34609728442346
2025-12-11,71.01292237486744
2025-12-12,79.7858981766851
2025-12-15,103.71014378595105
2025-12-16,75.76060088001563
2025-12-17,89.45543400891619
2025-12-18,71.45923665139388
2025-12-19,79.30121363009128
2025-12-22,96.36370694219724
2025-12-23,72.48053016818174
2025-12-24,97.68638414526164
2025-12-26,86.6394179198471
2025-12-29,74.85913308143513
2025-12-30,85.19507896793252
2025-12-31,89.4260430295162
2026-01-02,87.6774990314661
2026-01-05,62.39425316444535
2026-01-06,72.23842931005727
2026-01-07,78.51511455257365
2026-01-08,77.9821644701766
2026-01-09,86.35072213994312
2026-01-12,85.75721062903011
2026-01-13,73.20725552293011
2026-01-14,91.2172779423373
2026-01-15,96.34565944859249
2026-01-16,103.66700787048092
2026-01-19,108.87691064671674
2026-01-20,104.32512371900818
2026-01-21,107.5518011713699
2026-01-22,99.88743986789264
2026-01-23,88.08029375007189
2026-01-26,107.03938117499514
2026-01-27,104.08298021321056
2026-01-28,104.93188850918746
2026-01-29,92.07781207190173
2026-01-30,92.23893429360261
2026-02-02,102.36702791057971
2026-02-03,89.16144976129154
2026-02-04,97.80930584190557
2026-02-05,91.76888506478666
2026-02-06,95.89716192939652
2026-02-09,100.36283464322173
2026-02-10,82.35455410780658
2026-02-11,89.15030736495656
2026-02-12,85.30304600354025
2026-02-13,84.54343770574505
2026-02-16,85.64847875081776
2026-02-17,85.44413879370302
2026-02-18,81.91921569386099
2026-02-19,103.55245877627736
2026-02-20,78.91142558782465
2026-02-23,85.57928280927524
2026-02-24,81.07039100731944
2026-02-25,100.1611772304926
2026-02-26,90.12234570346261
2026-02-27,97.9187446147715
2026-03-02,99.19219734461197
2026-03-03,137.26470456680417
2026-03-04,131.89220435287135
2026-03-05,127.94313776339024
2026-03-06,143.3485002113774
2026-03-09,133.82681362054396
2026-03-10,134.0671776503566
2026-03-11,148.4142778837412
2026-03-12,123.64701213262963
2026-03-13,121.23487829084077
2026-03-16,141.8449469302003
2026-03-17,144.51801746398667
2026-03-18,130.00999708097203
2026-03-19,146.1357343084993
2026-03-20,142.06605613450512
2026-03-23,126.03819204990121
2026-03-24,124.7479812842692
2026-03-25,121.32059628593618
2026-03-26,128.72822118876812
2026-03-27,133.94924721501846
2026-03-30,137.97594559320655
2026-03-31,142.61910486224187
2026-04-01,110.31185606601984
2026-04-02,135.46002129130346
2026-04-06,123.47690886428255
2026-04-07,131.84846636235704
2026-04-08,122.3134921604928
